Date,Fitbit body fat %,Fitbit steps,Fitbit tracked sleep minutes,Hips,Neck,Waist,Weight
2017-06-05,,,,,,,233.2
2017-06-06,,,,,,,233.2
2017-06-07,,,,,,,233.2
2017-06-08,,,,,,,233.2
2017-06-09,,,,,,,233.2
2017-06-10,,,,,,,233.2
2017-06-11,,,,,,,233.2
2017-06-12,,,,,,,233.2
2017-06-13,,,,,,,233.2
2017-06-14,,,,,,,233.2
2017-06-15,,,,,,,233.2
2017-06-16,,,,,,,233.2
2017-06-17,,,,,,,233.2
2017-06-18,,,,,,,233.2
2017-06-19,,,,,,,233.2
2017-06-20,,,,,,,233.2
2017-06-21,,,,,,,233.2
2017-06-22,,,,,,,233.2
2017-06-23,,,,,,,233.2
2017-06-24,,,,,,,233.2
2017-06-25,,,,,,,233.2
2017-06-26,,,,,,,233.2
2017-06-27,,,,,,,233.2
2017-06-28,,,,,,,233.2
2017-06-29,,,,,,,233.2
2017-06-30,,,,,,,233.2
2017-07-01,,,,,,,233.2
2017-07-02,,,,,,,233.2
2017-07-03,,,,,,,233.2
2017-07-04,,,,,,,233.2
2017-07-05,,,,,,,233.2
2017-07-06,,,,,,,233.2
2017-07-07,,,,,,,233.2
2017-07-08,,,,,,,233.2
2017-07-09,,,,,,,233.2
2017-07-10,,,,,,,233.2
2017-07-11,,,,,,,233.2
2017-07-12,,,,,,,233.2
2017-07-13,,,,,,,233.2
2017-07-14,,,,,,,233.2
2017-07-15,,,,,,,233.2
2017-07-16,,,,,,,233.2
2017-07-17,,,,,,,233.2
2017-07-18,,,,,,,233.2
2017-07-19,,,,,,,233.2
2017-07-20,,,,,,,233.2
2017-07-21,,,,,,,233.2
2017-07-22,,,,,,,233.2
2017-07-23,,,,,,,233.2
2017-07-24,,,,,,,233.2
2017-07-25,,,,,,,233.2
2017-07-26,,,,,,,233.2
2017-07-27,,,,,,,233.2
2017-07-28,,,,,,,233.2
2017-07-29,,,,,,,233.2
2017-07-30,,,,,,,233.2
2017-07-31,,,,,,,233.2
2017-08-01,,,,,,,233.2
2017-08-02,,,,,,,233.2
2017-08-03,,,,,,,233.2
2017-08-04,,,,,,,233.2
2017-08-05,,,,,,,233.2
2017-08-06,,,,,,,233.2
2017-08-07,,,,,,,233.2
2017-08-08,,,,,,,233.2
2017-08-09,,,,,,,233.2
2017-08-10,,,,,,,233.2
2017-08-11,,,,,,,233.2
2017-08-12,,,,,,,233.2
2017-08-13,,,,,,,233.2
2017-08-14,,,,,,,233.2
2017-08-15,,,,,,,233.2
2017-08-16,,,,,,,233.2
2017-08-17,,,,,,,233.2
2017-08-18,,,,,,,233.2
2017-08-19,,,,,,,233.2
2017-08-20,,,,,,,233.2
2017-08-21,,,,,,,233.2
2017-08-22,,,,,,,233.2
2017-08-23,,,,,,,233.2
2017-08-24,,,,,,,233.2
2017-08-25,,,,,,,233.2
2017-08-26,,,,,,,233.2
2017-08-27,,,,,,,233.2
2017-08-28,,,,,,,233.2
2017-08-29,,,,,,,233.2
2017-08-30,,,,,,,233.2
2017-08-31,,,,,,,233.2
2017-09-01,,,,,,,233.2
2017-09-02,,,,,,,233.2
2017-09-03,,,,,,,233.2
2017-09-04,,,,,,,233.2
2017-09-05,,,,,,,233.2
2017-09-06,,,,,,,233.2
2017-09-07,,,,,,,233.2
2017-09-08,,,,,,,233.2
2017-09-09,,,,,,,233.2
2017-09-10,,,,,,,233.2
2017-09-11,,,,,,,233.2
2017-09-12,,,,,,,233.2
2017-09-13,,,,,,,233.2
2017-09-14,,,,,,,233.2
2017-09-15,,,,,,,233.2
2017-09-16,,,,,,,233.2
2017-09-17,,,,,,,233.2
2017-09-18,,,,,,,233.2
2017-09-19,,,,,,,233.2
2017-09-20,,,,,,,233.2
2017-09-21,,,,,,,233.2
2017-09-22,,,,,,,233.2
2017-09-23,,,,,,,233.2
2017-09-24,,,,,,,233.2
2017-09-25,,,,,,,233.2
2017-09-26,,,,,,,233.2
2017-09-27,,,,,,,233.2
2017-09-28,,,,,,,233.2
2017-09-29,,,,,,,233.2
2017-09-30,,,,,,,233.2
2017-10-01,,,,,,,233.2
2017-10-02,,,,,,,233.2
2017-10-03,,,,,,,233.2
2017-10-04,,,,,,,233.2
2017-10-05,,,,,,,233.2
2017-10-06,,,,,,,233.2
2017-10-07,,,,,,,233.2
2017-10-08,,,,,,,233.2
2017-10-09,,,,,,,233.2
2017-10-10,,,,,,,233.2
2017-10-11,,,,,,,233.2
2017-10-12,,,,,,,233.2
2017-10-13,,,,,,,233.2
2017-10-14,,,,,,,233.2
2017-10-15,,,,,,,233.2
2017-10-16,,,,,,,233.2
2017-10-17,,,,,,,233.2
2017-10-18,,,,,,,233.2
2017-11-18,,,,,,,233.2
2017-11-19,,,,,,,233.2
2017-11-20,,,,,,,233.2
2017-11-21,,,,,,,233.2
2017-11-22,,,,,,,233.2
2017-11-23,,,,,,,233.2
2017-11-24,,,,,,,233.2
2017-11-25,,,,,,,233.2
2017-11-26,,,,,,,233.2
2017-11-27,,,,,,,233.2
2017-11-28,,,,,,,233.2
2017-11-29,,,,,,,233.2
2017-11-30,,,,,,,233.2
2017-12-01,,,,,,,233.2
2017-12-02,,,,,,,233.2
2017-12-03,,,,,,,233.2
2017-12-04,,,,,,,233.2
2017-12-05,,,,,,,233.2
2017-12-06,,,,,,,233.2
2017-12-07,,,,,,,233.2
2017-12-08,,,,,,,233.2
2017-12-09,,,,,,,233.2
2017-12-10,,,,,,,233.2
2017-12-11,,,,,,,233.2
2017-12-12,,,,,,,233.2
2019-04-25,,,,,,,249.0
2019-05-02,,,,,,,249.0
2019-05-16,,,,,,,245.6
2019-07-29,,,,,,,243.5
2019-07-30,,,,,,,243.5
2019-07-31,,,,,,,233.2
2019-08-01,,,,,,,233.2
2019-08-02,,,,,,,233.2
2019-08-03,,,,,,,233.2
2019-08-04,,,,,,,233.2
2019-08-05,,,,,,,233.2
2019-08-06,,,,,,,233.2
2019-08-07,,,,,,,233.2
2019-08-08,,,,,,,233.2
2019-08-09,,,,,,,233.2
2019-08-10,,,,,,,233.2
2019-08-11,,,,,,,233.2
2019-08-12,,,,,,,233.2
2019-08-13,,,,,,,233.2
2019-08-14,,,,,,,233.2
2019-08-15,,,,,,,233.2
2019-08-16,,,,,,,233.2
2019-08-17,,,,,,,233.2
2019-08-18,,,,,,,233.2
2019-08-19,,,,,,,233.2
2019-08-20,,,,,,,233.2
2019-08-21,,,,,,,233.2
2019-08-22,,,,,,,233.2
2019-08-23,,,,,,,233.2
2019-08-24,,,,,,,233.2
2019-08-25,,,,,,,233.2
2019-08-26,,,,,,,233.2
2019-08-27,,,,,,,233.2
2019-08-28,,,,,,,233.2
2019-08-29,,,,,,,233.2
2019-08-30,,,,,,,233.2
2019-08-31,,,,,,,233.2
2019-09-01,,,,,,,233.2
2019-09-02,,,,,,,233.2
2019-09-03,,,,,,,233.2
2019-09-04,,,,,,,233.2
2019-09-05,,,,,,,233.2
2022-08-04,,,,,,,254.4
2022-08-06,,,,,,,251.7
2022-08-08,,,,,,,251.1
2022-08-10,,,,,,,251.5
2022-08-11,,,,,,,252.5
2022-08-13,,,,,,,253.2
2022-08-15,,,,,,,255.3
2022-08-17,,,,,,,255.0
2022-08-19,,,,,,,255.4
2022-08-20,,,,,,,255.5
2022-08-21,,,,,,,260.7
2022-08-22,,,,,,,259.8
2022-08-24,,,,,,,259.1
2022-08-30,,,,,,,258.0
2022-09-01,,,,,,,255.3
2022-09-03,,,,,,,258.5
2022-09-08,,,,,,,256.3
2022-09-09,,,,,,,256.5
2022-09-12,,,,,,,256.0
2022-09-13,,,,,,,256.5
2022-10-31,,,,,,,256.7
2022-11-01,,,,,,,256.6
2022-11-09,,,,,,,255.8
2022-11-16,,,,,,,254.1
2022-12-09,,,,,,,257.2
2022-12-13,,,,,,,255.1
2023-01-10,,,,,,,255.1
2023-01-31,,,,,,,252.6
2023-02-01,,,,,,,252.4
2023-02-03,,,,,,,251.0
2023-02-09,,,,,,,251.9
2023-02-10,,,,,,,250.3
2023-02-20,,,,,,,255.9
2023-02-24,,,,,,,256.4
2023-03-17,,,,,,,257.6
2023-03-22,,,,,,,257.6
