Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2022-12-05 08:23:37,"1) Chest 2 (Shelburne)",55min,"Cable Crossover",1,45.0,10,0,0,"",,
2022-12-05 08:23:37,"1) Chest 2 (Shelburne)",55min,"Cable Crossover",2,45.0,8,0,0,,,
2022-12-05 08:23:37,"1) Chest 2 (Shelburne)",55min,"Cable Crossover",3,45.0,7,0,0,,,
2022-12-05 08:23:37,"1) Chest 2 (Shelburne)",55min,"Pullover (Dumbbell)",1,55.0,8,0,0,"",,
2022-12-05 08:23:37,"1) Chest 2 (Shelburne)",55min,"Pullover (Dumbbell)",2,55.0,6,0,0,,,
2022-12-05 08:23:37,"1) Chest 2 (Shelburne)",55min,"Hanging Leg Raise",1,0.0,3,0,0,"",,
2022-12-06 08:03:39,"2) Legs & Abs 2",1h 8min,"Rowing (Machine)",1,0,0,0,240,"","",
2022-12-06 08:03:39,"2) Legs & Abs 2",1h 8min,"Squat (Barbell)",1,135.0,8,0,0,"",,
2022-12-06 08:03:39,"2) Legs & Abs 2",1h 8min,"Squat (Barbell)",2,135.0,8,0,0,,,
2022-12-06 08:03:39,"2) Legs & Abs 2",1h 8min,"Squat (Barbell)",3,135.0,8,0,0,,,
2022-12-06 08:03:39,"2) Legs & Abs 2",1h 8min,"Romanian Deadlift (Barbell)",1,135.0,8,0,0,"",,
2022-12-06 08:03:39,"2) Legs & Abs 2",1h 8min,"Romanian Deadlift (Barbell)",2,135.0,10,0,0,,,
2022-12-06 08:03:39,"2) Legs & Abs 2",1h 8min,"Romanian Deadlift (Barbell)",3,135.0,12,0,0,,,
2022-12-06 08:03:39,"2) Legs & Abs 2",1h 8min,"T Bar Row",1,135.0,8,0,0,"",,
2022-12-06 08:03:39,"2) Legs & Abs 2",1h 8min,"T Bar Row",2,135.0,10,0,0,,,
2022-12-06 08:03:39,"2) Legs & Abs 2",1h 8min,"T Bar Row",3,135.0,10,0,0,,,
2022-12-06 08:03:39,"2) Legs & Abs 2",1h 8min,"Seated Leg Curl (Machine)",1,140.0,10,0,0,"",,
2022-12-06 08:03:39,"2) Legs & Abs 2",1h 8min,"Seated Leg Curl (Machine)",2,140.0,12,0,0,,,
2022-12-06 08:03:39,"2) Legs & Abs 2",1h 8min,"Seated Leg Curl (Machine)",3,140.0,12,0,0,,,
2022-12-08 08:04:14,"3) Back & Biceps 2",1h 15min,"Rowing (Machine)",1,0,0,0.5,240,"","",
2022-12-08 08:04:14,"3) Back & Biceps 2",1h 15min,"Lat Pulldown (Cable)",1,115.0,10,0,0,"",,
2022-12-08 08:04:14,"3) Back & Biceps 2",1h 15min,"Lat Pulldown (Cable)",2,115.0,10,0,0,,,
2022-12-08 08:04:14,"3) Back & Biceps 2",1h 15min,"Lat Pulldown (Cable)",3,115.0,8,0,0,,,
2022-12-08 08:04:14,"3) Back & Biceps 2",1h 15min,"Bent Over Row (Barbell)",1,135.0,10,0,0,"",,
2022-12-08 08:04:14,"3) Back & Biceps 2",1h 15min,"Bent Over Row (Barbell)",2,135.0,10,0,0,,,
2022-12-08 08:04:14,"3) Back & Biceps 2",1h 15min,"Bent Over Row (Barbell)",3,135.0,8,0,0,,,
2022-12-08 08:04:14,"3) Back & Biceps 2",1h 15min,"Reverse Fly (Machine)",1,25.0,10,0,0,"",,
2022-12-08 08:04:14,"3) Back & Biceps 2",1h 15min,"Reverse Fly (Machine)",2,25.0,10,0,0,,,
2022-12-08 08:04:14,"3) Back & Biceps 2",1h 15min,"Reverse Fly (Machine)",3,25.000000000000004,12,0,0,,,
2022-12-08 08:04:14,"3) Back & Biceps 2",1h 15min,"Bicep Curl (Barbell)",1,70.0,8,0,0,"EZ Bar",,
2022-12-08 08:04:14,"3) Back & Biceps 2",1h 15min,"Bicep Curl (Barbell)",2,70.0,8,0,0,,,
2022-12-08 08:04:14,"3) Back & Biceps 2",1h 15min,"Bicep Curl (Barbell)",3,70.0,6,0,0,,,
2022-12-08 08:04:14,"3) Back & Biceps 2",1h 15min,"Hip Adductor (Machine)",1,140.0,10,0,0,"",,
2022-12-08 08:04:14,"3) Back & Biceps 2",1h 15min,"Hip Adductor (Machine)",2,140.0,10,0,0,,,
2022-12-08 08:04:14,"3) Back & Biceps 2",1h 15min,"Hip Adductor (Machine)",3,140.0,6,0,0,,,
2022-12-08 08:04:14,"3) Back & Biceps 2",1h 15min,"Hip Abductor (Machine)",1,140.0,10,0,0,"",,
2022-12-08 08:04:14,"3) Back & Biceps 2",1h 15min,"Hip Abductor (Machine)",2,140.0,12,0,0,,,
2022-12-08 08:04:14,"3) Back & Biceps 2",1h 15min,"Hip Abductor (Machine)",3,140.0,8,0,0,,,
2022-12-09 08:04:17,"4) Shoulders & Arms 2",1h 27min,"Rowing (Machine)",1,0,0,0,240,"","",
2022-12-09 08:04:17,"4) Shoulders & Arms 2",1h 27min,"Deadlift (Barbell)",1,135.0,10,0,0,"",,
2022-12-09 08:04:17,"4) Shoulders & Arms 2",1h 27min,"Deadlift (Barbell)",2,135.0,12,0,0,,,
2022-12-09 08:04:17,"4) Shoulders & Arms 2",1h 27min,"Deadlift (Barbell)",3,135.0,8,0,0,,,
2022-12-09 08:04:17,"4) Shoulders & Arms 2",1h 27min,"Arnold Press (Dumbbell)",1,30.0,10,0,0,"",,
2022-12-09 08:04:17,"4) Shoulders & Arms 2",1h 27min,"Arnold Press (Dumbbell)",2,30.0,10,0,0,,,
2022-12-09 08:04:17,"4) Shoulders & Arms 2",1h 27min,"Arnold Press (Dumbbell)",3,30.0,10,0,0,,,
2022-12-09 08:04:17,"4) Shoulders & Arms 2",1h 27min,"Reverse Fly (Dumbbell)",1,25.0,8,0,0,"",,
2022-12-09 08:04:17,"4) Shoulders & Arms 2",1h 27min,"Reverse Fly (Dumbbell)",2,25.0,8,0,0,,,
2022-12-09 08:04:17,"4) Shoulders & Arms 2",1h 27min,"Reverse Fly (Dumbbell)",3,25.0,10,0,0,,,
2022-12-09 08:04:17,"4) Shoulders & Arms 2",1h 27min,"Calf Press on Seated Leg Press",1,290.0,15,0,0,"",,
2022-12-09 08:04:17,"4) Shoulders & Arms 2",1h 27min,"Calf Press on Seated Leg Press",2,330.0,12,0,0,,,
2022-12-09 08:04:17,"4) Shoulders & Arms 2",1h 27min,"Lateral Raise (Cable)",1,10.0,20,0,0,"",,
2022-12-09 08:04:17,"4) Shoulders & Arms 2",1h 27min,"Lateral Raise (Cable)",2,10.0,18,0,0,,,
2022-12-09 08:04:17,"4) Shoulders & Arms 2",1h 27min,"Lateral Raise (Cable)",3,10.0,16,0,0,,,
2022-12-09 08:04:17,"4) Shoulders & Arms 2",1h 27min,"Hammer Curl (Dumbbell)",1,25.0,8,0,0,"",,
2022-12-09 08:04:17,"4) Shoulders & Arms 2",1h 27min,"Hammer Curl (Dumbbell)",2,25.0,10,0,0,,,
2022-12-09 08:04:17,"4) Shoulders & Arms 2",1h 27min,"Hammer Curl (Dumbbell)",3,25.0,8,0,0,,,
2022-12-12 08:07:43,"1) Chest 2 (Shelburne)",2h 10min,"Rowing (Machine)",1,0,0,0,240,"","",
2022-12-12 08:07:43,"1) Chest 2 (Shelburne)",2h 10min,"Bench Press (Barbell)",1,135.0,5,0,0,"",,
2022-12-12 08:07:43,"1) Chest 2 (Shelburne)",2h 10min,"Bench Press (Barbell)",2,135.0,6,0,0,,,
2022-12-12 08:07:43,"1) Chest 2 (Shelburne)",2h 10min,"Bench Press (Barbell)",3,135.0,6,0,0,,,
2022-12-12 08:07:43,"1) Chest 2 (Shelburne)",2h 10min,"Bench Press (Barbell)",4,135.0,6,0,0,,,
2022-12-12 08:07:43,"1) Chest 2 (Shelburne)",2h 10min,"Incline Chest Press (Machine)",1,80.0,10,0,0,"",,
2022-12-12 08:07:43,"1) Chest 2 (Shelburne)",2h 10min,"Incline Chest Press (Machine)",2,80.0,10,0,0,,,
2022-12-12 08:07:43,"1) Chest 2 (Shelburne)",2h 10min,"Incline Chest Press (Machine)",3,80.0,12,0,0,,,
2022-12-12 08:07:43,"1) Chest 2 (Shelburne)",2h 10min,"Cable Crossover",1,45.0,10,0,0,"",,
2022-12-12 08:07:43,"1) Chest 2 (Shelburne)",2h 10min,"Cable Crossover",2,45.0,10,0,0,,,
2022-12-12 08:07:43,"1) Chest 2 (Shelburne)",2h 10min,"Cable Crossover",3,45.0,10,0,0,,,
2022-12-12 08:07:43,"1) Chest 2 (Shelburne)",2h 10min,"Hanging Leg Raise",1,0.0,3,0,0,"",,
2022-12-12 08:07:43,"1) Chest 2 (Shelburne)",2h 10min,"Hanging Leg Raise",2,0,3,0,0,,,
2022-12-12 08:07:43,"1) Chest 2 (Shelburne)",2h 10min,"Hanging Leg Raise",3,0,3,0,0,,,
2022-12-12 08:07:43,"1) Chest 2 (Shelburne)",2h 10min,"Cable Kickback",1,35.0,20,0,0,"",,
2022-12-12 08:07:43,"1) Chest 2 (Shelburne)",2h 10min,"Cable Kickback",2,35.0,20,0,0,,,
2022-12-12 08:07:43,"1) Chest 2 (Shelburne)",2h 10min,"Cable Kickback",3,35.0,20,0,0,,,
2022-12-12 08:07:43,"1) Chest 2 (Shelburne)",2h 10min,"Pullover (Dumbbell)",1,55.0,6,0,0,"",,
2022-12-12 08:07:43,"1) Chest 2 (Shelburne)",2h 10min,"Pullover (Dumbbell)",2,55.0,6,0,0,,,
2022-12-12 08:07:43,"1) Chest 2 (Shelburne)",2h 10min,"Bicycle Crunch",1,0,15,0,0,"",,
2022-12-12 08:07:43,"1) Chest 2 (Shelburne)",2h 10min,"Bicycle Crunch",2,0,15,0,0,,,
2022-12-13 08:12:01,"2) Legs & Abs 2",1h 5min,"Rowing (Machine)",1,0,0,0,240,"","",
2022-12-13 08:12:01,"2) Legs & Abs 2",1h 5min,"Squat (Barbell)",1,135.0,8,0,0,"",,
2022-12-13 08:12:01,"2) Legs & Abs 2",1h 5min,"Squat (Barbell)",2,135.0,8,0,0,,,
2022-12-13 08:12:01,"2) Legs & Abs 2",1h 5min,"Squat (Barbell)",3,135.0,8,0,0,,,
2022-12-13 08:12:01,"2) Legs & Abs 2",1h 5min,"Romanian Deadlift (Barbell)",1,135.0,10,0,0,"",,
2022-12-13 08:12:01,"2) Legs & Abs 2",1h 5min,"Romanian Deadlift (Barbell)",2,135.0,10,0,0,,,
2022-12-13 08:12:01,"2) Legs & Abs 2",1h 5min,"Romanian Deadlift (Barbell)",3,135.0,12,0,0,,,
2022-12-13 08:12:01,"2) Legs & Abs 2",1h 5min,"T Bar Row",1,135.0,10,0,0,"",,
2022-12-13 08:12:01,"2) Legs & Abs 2",1h 5min,"T Bar Row",2,135.0,12,0,0,,,
2022-12-13 08:12:01,"2) Legs & Abs 2",1h 5min,"T Bar Row",3,135.0,10,0,0,,,
2022-12-16 08:06:31,"3) Back & Biceps 2",1h 16min,"Rowing (Machine)",1,0,0,0.5,240,"","",
2022-12-16 08:06:31,"3) Back & Biceps 2",1h 16min,"Bent Over Row (Barbell)",1,135.0,10,0,0,"",,
2022-12-16 08:06:31,"3) Back & Biceps 2",1h 16min,"Bent Over Row (Barbell)",2,135.0,10,0,0,,,
2022-12-16 08:06:31,"3) Back & Biceps 2",1h 16min,"Bent Over Row (Barbell)",3,135.0,10,0,0,,,
2022-12-16 08:06:31,"3) Back & Biceps 2",1h 16min,"Hip Thrust (Barbell)",1,135.0,8,0,0,"",,
2022-12-16 08:06:31,"3) Back & Biceps 2",1h 16min,"Hip Thrust (Barbell)",2,185.00000000000003,8,0,0,,,
2022-12-16 08:06:31,"3) Back & Biceps 2",1h 16min,"Hip Thrust (Barbell)",3,185.00000000000003,12,0,0,,,
2022-12-16 08:06:31,"3) Back & Biceps 2",1h 16min,"Lat Pulldown (Cable)",1,115.0,10,0,0,"",,
2022-12-16 08:06:31,"3) Back & Biceps 2",1h 16min,"Lat Pulldown (Cable)",2,115.0,12,0,0,,,
2022-12-16 08:06:31,"3) Back & Biceps 2",1h 16min,"Lat Pulldown (Cable)",3,115.0,10,0,0,,,
2022-12-16 08:06:31,"3) Back & Biceps 2",1h 16min,"Reverse Fly (Machine)",1,25.0,10,0,0,"",,
2022-12-16 08:06:31,"3) Back & Biceps 2",1h 16min,"Reverse Fly (Machine)",2,25.0,10,0,0,,,
2022-12-16 08:06:31,"3) Back & Biceps 2",1h 16min,"Reverse Fly (Machine)",3,25.000000000000004,12,0,0,,,
2022-12-16 08:06:31,"3) Back & Biceps 2",1h 16min,"Bicep Curl (Barbell)",1,80.0,8,0,0,"",,
2022-12-16 08:06:31,"3) Back & Biceps 2",1h 16min,"Bicep Curl (Barbell)",2,80.0,6,0,0,,,
2022-12-16 08:06:31,"3) Back & Biceps 2",1h 16min,"Bicep Curl (Barbell)",3,80.0,6,0,0,,,
2022-12-16 08:06:31,"3) Back & Biceps 2",1h 16min,"Hip Abductor (Machine)",1,149.99999999999997,10,0,0,"",,
2022-12-16 08:06:31,"3) Back & Biceps 2",1h 16min,"Hip Abductor (Machine)",2,149.99999999999997,10,0,0,,,
2022-12-16 08:06:31,"3) Back & Biceps 2",1h 16min,"Hip Abductor (Machine)",3,149.99999999999997,10,0,0,,,
2022-12-16 08:06:31,"3) Back & Biceps 2",1h 16min,"Hip Adductor (Machine)",1,140.0,10,0,0,"",,
2022-12-16 08:06:31,"3) Back & Biceps 2",1h 16min,"Hip Adductor (Machine)",2,140.0,10,0,0,,,
2022-12-16 08:06:31,"3) Back & Biceps 2",1h 16min,"Hip Adductor (Machine)",3,140.0,8,0,0,,,
2022-12-20 09:03:30,"2) Legs & Abs 2",1h 34min,"Rowing (Machine)",1,0,0,0,240,"","",
2022-12-20 09:03:30,"2) Legs & Abs 2",1h 34min,"Squat (Barbell)",1,135.0,8,0,0,"",,
2022-12-20 09:03:30,"2) Legs & Abs 2",1h 34min,"Squat (Barbell)",2,135.0,10,0,0,,,
2022-12-20 09:03:30,"2) Legs & Abs 2",1h 34min,"Squat (Barbell)",3,135.0,10,0,0,,,
2022-12-20 09:03:30,"2) Legs & Abs 2",1h 34min,"Romanian Deadlift (Barbell)",1,135.0,10,0,0,"",,
2022-12-20 09:03:30,"2) Legs & Abs 2",1h 34min,"Romanian Deadlift (Barbell)",2,135.0,10,0,0,,,
2022-12-20 09:03:30,"2) Legs & Abs 2",1h 34min,"Romanian Deadlift (Barbell)",3,135.0,12,0,0,,,
2022-12-20 09:03:30,"2) Legs & Abs 2",1h 34min,"T Bar Row",1,135.0,8,0,0,"",,
2022-12-20 09:03:30,"2) Legs & Abs 2",1h 34min,"T Bar Row",2,135.0,7,0,0,,,
2022-12-20 09:03:30,"2) Legs & Abs 2",1h 34min,"T Bar Row",3,135.0,5,0,0,,,
2022-12-20 09:03:30,"2) Legs & Abs 2",1h 34min,"T Bar Row",4,135.0,6,0,0,,,
2022-12-20 09:03:30,"2) Legs & Abs 2",1h 34min,"Seated Leg Curl (Machine)",1,140.0,12,0,0,"",,
2022-12-20 09:03:30,"2) Legs & Abs 2",1h 34min,"Seated Leg Curl (Machine)",2,140.0,12,0,0,,,
2022-12-20 09:03:30,"2) Legs & Abs 2",1h 34min,"Seated Leg Curl (Machine)",3,140.0,12,0,0,,,
2022-12-20 09:03:30,"2) Legs & Abs 2",1h 34min,"Seated Leg Press (Machine)",1,310.0,12,0,0,"",,
2022-12-20 09:03:30,"2) Legs & Abs 2",1h 34min,"Seated Leg Press (Machine)",2,320.0,12,0,0,,,
2022-12-20 09:03:30,"2) Legs & Abs 2",1h 34min,"Seated Leg Press (Machine)",3,330.0,12,0,0,,,
2022-12-20 09:03:30,"2) Legs & Abs 2",1h 34min,"Calf Press on Seated Leg Press",1,330.0,21,0,0,"",,
2022-12-20 09:03:30,"2) Legs & Abs 2",1h 34min,"Calf Press on Seated Leg Press",2,330.0,12,0,0,,,
2023-01-03 08:11:37,"2) Legs & Abs 2",1h 18min,"Rowing (Machine)",1,0,0,0,240,"","",
2023-01-03 08:11:37,"2) Legs & Abs 2",1h 18min,"Squat (Barbell)",1,135.0,10,0,0,"",,
2023-01-03 08:11:37,"2) Legs & Abs 2",1h 18min,"Squat (Barbell)",2,155.0,8,0,0,,,
2023-01-03 08:11:37,"2) Legs & Abs 2",1h 18min,"Squat (Barbell)",3,155.0,8,0,0,,,
2023-01-03 08:11:37,"2) Legs & Abs 2",1h 18min,"Romanian Deadlift (Barbell)",1,135.0,12,0,0,"",,
2023-01-03 08:11:37,"2) Legs & Abs 2",1h 18min,"Romanian Deadlift (Barbell)",2,155.0,10,0,0,,,
2023-01-03 08:11:37,"2) Legs & Abs 2",1h 18min,"Romanian Deadlift (Barbell)",3,155.0,10,0,0,,,
2023-01-03 08:11:37,"2) Legs & Abs 2",1h 18min,"T Bar Row",1,135.0,10,0,0,"",,
2023-01-03 08:11:37,"2) Legs & Abs 2",1h 18min,"T Bar Row",2,135.0,9,0,0,,,
2023-01-03 08:11:37,"2) Legs & Abs 2",1h 18min,"T Bar Row",3,135.0,10,0,0,,,
2023-01-03 08:11:37,"2) Legs & Abs 2",1h 18min,"Seated Leg Curl (Machine)",1,140.0,12,0,0,"",,
2023-01-03 08:11:37,"2) Legs & Abs 2",1h 18min,"Seated Leg Curl (Machine)",2,140.0,10,0,0,,,
2023-01-03 08:11:37,"2) Legs & Abs 2",1h 18min,"Seated Leg Curl (Machine)",3,140.0,11,0,0,,,
2023-01-09 08:11:30,"1) Chest 2 (Shelburne)",1h 8min,"Rowing (Machine)",1,0,0,0,240,"","",
2023-01-09 08:11:30,"1) Chest 2 (Shelburne)",1h 8min,"Bench Press (Barbell)",1,95.0,8,0,0,"",,
2023-01-09 08:11:30,"1) Chest 2 (Shelburne)",1h 8min,"Bench Press (Barbell)",2,135.0,6,0,0,,,
2023-01-09 08:11:30,"1) Chest 2 (Shelburne)",1h 8min,"Bench Press (Barbell)",3,135.0,6,0,0,,,
2023-01-09 08:11:30,"1) Chest 2 (Shelburne)",1h 8min,"Bench Press (Barbell)",4,135.0,6,0,0,,,
2023-01-09 08:11:30,"1) Chest 2 (Shelburne)",1h 8min,"Incline Chest Press (Machine)",1,80.0,10,0,0,"",,
2023-01-09 08:11:30,"1) Chest 2 (Shelburne)",1h 8min,"Incline Chest Press (Machine)",2,80.0,10,0,0,,,
2023-01-09 08:11:30,"1) Chest 2 (Shelburne)",1h 8min,"Incline Chest Press (Machine)",3,80.0,12,0,0,,,
2023-01-09 08:11:30,"1) Chest 2 (Shelburne)",1h 8min,"Cable Crossover",1,45.0,10,0,0,"",,
2023-01-09 08:11:30,"1) Chest 2 (Shelburne)",1h 8min,"Cable Crossover",2,45.0,10,0,0,,,
2023-01-09 08:11:30,"1) Chest 2 (Shelburne)",1h 8min,"Cable Crossover",3,45.0,10,0,0,,,
2023-01-09 08:11:30,"1) Chest 2 (Shelburne)",1h 8min,"Hanging Leg Raise",1,0.0,3,0,0,"",,
2023-01-09 08:11:30,"1) Chest 2 (Shelburne)",1h 8min,"Cable Kickback",1,35.0,20,0,0,"",,
2023-01-09 08:11:30,"1) Chest 2 (Shelburne)",1h 8min,"Cable Kickback",2,35.0,20,0,0,,,
2023-01-09 08:11:30,"1) Chest 2 (Shelburne)",1h 8min,"Cable Kickback",3,35.0,20,0,0,,,
2023-01-09 08:11:30,"1) Chest 2 (Shelburne)",1h 8min,"Pullover (Dumbbell)",1,55.0,6,0,0,"",,
2023-01-09 08:11:30,"1) Chest 2 (Shelburne)",1h 8min,"Pullover (Dumbbell)",2,55.0,6,0,0,,,
2023-01-10 08:10:06,"2) Legs & Abs 2",1h 11min,"Squat (Barbell)",1,135.0,6,0,0,"","",
2023-01-10 08:10:06,"2) Legs & Abs 2",1h 11min,"Squat (Barbell)",2,155.0,10,0,0,,,
2023-01-10 08:10:06,"2) Legs & Abs 2",1h 11min,"Squat (Barbell)",3,155.0,10,0,0,,,
2023-01-10 08:10:06,"2) Legs & Abs 2",1h 11min,"Squat (Barbell)",4,155.0,10,0,0,,,
2023-01-10 08:10:06,"2) Legs & Abs 2",1h 11min,"Romanian Deadlift (Barbell)",1,135.0,6,0,0,"",,
2023-01-10 08:10:06,"2) Legs & Abs 2",1h 11min,"Romanian Deadlift (Barbell)",2,155.0,10,0,0,,,
2023-01-10 08:10:06,"2) Legs & Abs 2",1h 11min,"Romanian Deadlift (Barbell)",3,155.0,8,0,0,,,
2023-01-10 08:10:06,"2) Legs & Abs 2",1h 11min,"Romanian Deadlift (Barbell)",4,155.0,10,0,0,,,
2023-01-10 08:10:06,"2) Legs & Abs 2",1h 11min,"T Bar Row",1,135.0,8,0,0,"",,
2023-01-10 08:10:06,"2) Legs & Abs 2",1h 11min,"T Bar Row",2,135.0,10,0,0,,,
2023-01-10 08:10:06,"2) Legs & Abs 2",1h 11min,"T Bar Row",3,135.0,10,0,0,,,
2023-01-10 08:10:06,"2) Legs & Abs 2",1h 11min,"T Bar Row",4,135.0,10,0,0,,,
2023-01-12 08:08:47,"3) Back & Biceps 2",1h 29min,"Rowing (Machine)",1,0,0,0.5,240,"","",
2023-01-12 08:08:47,"3) Back & Biceps 2",1h 29min,"Bent Over Row (Barbell)",1,95.0,8,0,0,"",,
2023-01-12 08:08:47,"3) Back & Biceps 2",1h 29min,"Bent Over Row (Barbell)",2,115.0,6,0,0,,,
2023-01-12 08:08:47,"3) Back & Biceps 2",1h 29min,"Bent Over Row (Barbell)",3,155.0,6,0,0,,,
2023-01-12 08:08:47,"3) Back & Biceps 2",1h 29min,"Bent Over Row (Barbell)",4,155.0,6,0,0,,,
2023-01-12 08:08:47,"3) Back & Biceps 2",1h 29min,"Bent Over Row (Barbell)",5,155.0,6,0,0,,,
2023-01-12 08:08:47,"3) Back & Biceps 2",1h 29min,"Good Morning (Barbell)",1,95.0,6,0,0,"",,
2023-01-12 08:08:47,"3) Back & Biceps 2",1h 29min,"Good Morning (Barbell)",2,115.0,5,0,0,,,
2023-01-12 08:08:47,"3) Back & Biceps 2",1h 29min,"Good Morning (Barbell)",3,135.0,6,0,0,,,
2023-01-12 08:08:47,"3) Back & Biceps 2",1h 29min,"Good Morning (Barbell)",4,135.0,6,0,0,,,
2023-01-12 08:08:47,"3) Back & Biceps 2",1h 29min,"Good Morning (Barbell)",5,135.0,6,0,0,,,
2023-01-12 08:08:47,"3) Back & Biceps 2",1h 29min,"Good Morning (Barbell)",6,135.0,6,0,0,,,
2023-01-12 08:08:47,"3) Back & Biceps 2",1h 29min,"Lat Pulldown (Cable)",1,115.0,12,0,0,"",,
2023-01-12 08:08:47,"3) Back & Biceps 2",1h 29min,"Lat Pulldown (Cable)",2,115.0,12,0,0,,,
2023-01-12 08:08:47,"3) Back & Biceps 2",1h 29min,"Lat Pulldown (Cable)",3,115.0,10,0,0,,,
2023-01-12 08:08:47,"3) Back & Biceps 2",1h 29min,"Reverse Fly (Machine)",1,25.0,12,0,0,"",,
2023-01-12 08:08:47,"3) Back & Biceps 2",1h 29min,"Reverse Fly (Machine)",2,25.0,12,0,0,,,
2023-01-12 08:08:47,"3) Back & Biceps 2",1h 29min,"Reverse Fly (Machine)",3,25.000000000000004,12,0,0,,,
2023-01-12 08:08:47,"3) Back & Biceps 2",1h 29min,"Bicep Curl (Barbell)",1,82.5,6,0,0,"EZ Bar",,
2023-01-12 08:08:47,"3) Back & Biceps 2",1h 29min,"Bicep Curl (Barbell)",2,82.5,5,0,0,,,
2023-01-12 08:08:47,"3) Back & Biceps 2",1h 29min,"Bicep Curl (Barbell)",3,82.5,6,0,0,,,
2023-01-12 08:08:47,"3) Back & Biceps 2",1h 29min,"Hip Abductor (Machine)",1,149.99999999999997,10,0,0,"",,
2023-01-12 08:08:47,"3) Back & Biceps 2",1h 29min,"Hip Abductor (Machine)",2,149.99999999999997,10,0,0,,,
2023-01-12 08:08:47,"3) Back & Biceps 2",1h 29min,"Hip Abductor (Machine)",3,149.99999999999997,10,0,0,,,
2023-01-12 08:08:47,"3) Back & Biceps 2",1h 29min,"Hip Adductor (Machine)",1,149.99999999999997,6,0,0,"",,
2023-01-12 08:08:47,"3) Back & Biceps 2",1h 29min,"Hip Adductor (Machine)",2,149.99999999999997,6,0,0,,,
2023-01-12 08:08:47,"3) Back & Biceps 2",1h 29min,"Hip Adductor (Machine)",3,140.0,8,0,0,,,
2023-01-16 09:45:16,"1) Chest 2 (Shelburne)",8min,"Rowing (Machine)",1,0,0,0,240,"","",
2023-01-16 09:45:16,"1) Chest 2 (Shelburne)",8min,"Bench Press (Barbell)",1,95.0,4,0,0,"",,
2023-01-16 09:45:16,"1) Chest 2 (Shelburne)",8min,"Bench Press (Barbell)",2,115.0,4,0,0,,,
2023-01-16 09:45:16,"1) Chest 2 (Shelburne)",8min,"Bench Press (Barbell)",3,135.0,6,0,0,,,
2023-01-16 09:45:16,"1) Chest 2 (Shelburne)",8min,"Bench Press (Barbell)",4,135.0,5,0,0,,,
2023-01-16 09:45:16,"1) Chest 2 (Shelburne)",8min,"Bench Press (Barbell)",5,135.0,5,0,0,,,
2023-01-16 09:45:16,"1) Chest 2 (Shelburne)",8min,"Incline Chest Press (Machine)",1,90.0,5,0,0,"",,
2023-01-16 09:45:16,"1) Chest 2 (Shelburne)",8min,"Incline Chest Press (Machine)",2,90.0,5,0,0,,,
2023-01-16 09:45:16,"1) Chest 2 (Shelburne)",8min,"Incline Chest Press (Machine)",3,90.0,5,0,0,,,
2023-01-16 09:45:16,"1) Chest 2 (Shelburne)",8min,"Cable Crossover",1,50.0,8,0,0,"",,
2023-01-16 09:45:16,"1) Chest 2 (Shelburne)",8min,"Cable Crossover",2,55.0,6,0,0,,,
2023-01-16 09:45:16,"1) Chest 2 (Shelburne)",8min,"Cable Crossover",3,55.0,7,0,0,,,
2023-01-16 09:45:16,"1) Chest 2 (Shelburne)",8min,"Cable Kickback",1,45.0,20,0,0,"",,
2023-01-16 09:45:16,"1) Chest 2 (Shelburne)",8min,"Cable Kickback",2,45.0,20,0,0,,,
2023-01-16 09:45:16,"1) Chest 2 (Shelburne)",8min,"Cable Kickback",3,45.0,20,0,0,,,
2023-01-16 09:45:16,"1) Chest 2 (Shelburne)",8min,"Pullover (Dumbbell)",1,55.0,6,0,0,"",,
2023-01-16 09:45:16,"1) Chest 2 (Shelburne)",8min,"Pullover (Dumbbell)",2,50.0,8,0,0,,,
2023-01-16 09:45:16,"1) Chest 2 (Shelburne)",8min,"Pullover (Dumbbell)",3,50.0,8,0,0,,,
2023-01-16 09:45:16,"1) Chest 2 (Shelburne)",8min,"Russian Twist",1,0,6,0,0,"",,
2023-01-16 09:45:16,"1) Chest 2 (Shelburne)",8min,"Russian Twist",2,0,8,0,0,,,
2023-01-16 09:45:16,"1) Chest 2 (Shelburne)",8min,"Russian Twist",3,0,10,0,0,,,
2023-01-16 09:45:16,"1) Chest 2 (Shelburne)",8min,"Flat Leg Raise",1,0,10,0,0,"",,
2023-01-16 09:45:16,"1) Chest 2 (Shelburne)",8min,"Flat Leg Raise",2,0,10,0,0,,,
2023-01-16 09:45:16,"1) Chest 2 (Shelburne)",8min,"Flat Leg Raise",3,0,10,0,0,,,
2023-01-31 08:02:31,"2) Legs & Abs 2",1h 26min,"Rowing (Machine)",1,0,0,0,240,"","",
2023-01-31 08:02:31,"2) Legs & Abs 2",1h 26min,"Squat (Barbell)",1,95.0,3,0,0,"",,
2023-01-31 08:02:31,"2) Legs & Abs 2",1h 26min,"Squat (Barbell)",2,115.0,3,0,0,,,
2023-01-31 08:02:31,"2) Legs & Abs 2",1h 26min,"Squat (Barbell)",3,135.0,3,0,0,,,
2023-01-31 08:02:31,"2) Legs & Abs 2",1h 26min,"Squat (Barbell)",4,155.0,3,0,0,,,
